LOC,CC,PC,Is_Long_Method
6,3,1,FALSE
86,16,6,FALSE
14,6,7,FALSE
36,3,6,FALSE
24,5,7,FALSE
43,3,6,FALSE
25,5,8,FALSE
33,3,7,FALSE
7,2,7,FALSE
35,2,2,FALSE
4,2,6,FALSE
21,1,2,FALSE
15,6,0,FALSE
64,14,2,FALSE
37,6,4,FALSE
25,4,1,FALSE
58,14,1,FALSE
16,6,1,FALSE
13,5,7,FALSE
32,3,6,FALSE
38,4,6,FALSE
26,5,8,FALSE
42,11,2,FALSE
30,9,1,FALSE
8,3,5,FALSE
18,2,3,FALSE
8,2,4,FALSE
24,7,4,FALSE
41,9,4,FALSE
24,3,4,FALSE
10,3,9,FALSE
26,7,4,FALSE
29,3,1,FALSE
28,4,4,FALSE
4,5,5,FALSE
20,7,4,FALSE
43,29,2,FALSE
10,6,3,FALSE
16,4,8,FALSE
6,3,3,FALSE
39,1,2,FALSE
28,11,2,FALSE
39,11,8,FALSE
33,1,1,FALSE
17,2,2,FALSE
81,2,2,FALSE
18,8,1,FALSE
64,12,4,FALSE
29,11,5,FALSE
18,1,16,FALSE
18,1,1,FALSE
34,13,6,FALSE
16,1,4,FALSE
84,13,7,FALSE
15,1,4,FALSE
10,1,7,FALSE
35,9,3,FALSE
7,2,3,FALSE
8,6,3,FALSE
10,4,0,FALSE
25,5,3,FALSE
39,11,4,FALSE
32,9,4,FALSE
42,11,4,FALSE
4,2,2,FALSE
52,25,3,FALSE
40,9,6,FALSE
17,7,6,FALSE
31,5,5,FALSE
36,4,7,FALSE
23,10,0,FALSE
23,1,3,FALSE
29,1,5,FALSE
35,1,7,FALSE
13,10,1,FALSE
9,2,2,FALSE
30,3,3,FALSE
6,4,2,FALSE
74,15,0,FALSE
60,19,0,FALSE
22,6,4,FALSE
12,6,3,FALSE
7,1,4,FALSE
62,11,1,FALSE
15,3,2,FALSE
66,11,3,FALSE
11,2,3,FALSE
7,5,2,FALSE
24,2,3,FALSE
9,7,2,FALSE
5,1,7,FALSE
27,9,2,FALSE
5,4,2,FALSE
8,5,1,FALSE
25,2,3,FALSE
15,6,1,FALSE
10,8,2,FALSE
18,8,0,FALSE
20,5,3,FALSE
13,2,7,FALSE
38,3,1,FALSE
41,3,1,FALSE
25,5,2,FALSE
29,4,6,FALSE
30,1,5,FALSE
42,11,3,FALSE
13,2,2,FALSE
6,5,2,FALSE
28,5,0,FALSE
34,9,3,FALSE
97,19,2,FALSE
24,9,2,FALSE
46,22,2,FALSE
68,21,5,FALSE
65,22,5,FALSE
22,4,8,FALSE
45,14,0,FALSE
96,28,3,FALSE
28,6,8,FALSE
49,14,1,FALSE
29,12,0,FALSE
10,6,2,FALSE
17,10,3,FALSE
10,11,1,FALSE
28,12,2,FALSE
6,1,7,FALSE
75,1,3,FALSE
19,8,1,FALSE
12,10,2,FALSE
71,1,3,FALSE
47,16,1,FALSE
26,11,0,FALSE
30,7,0,FALSE
3,3,6,FALSE
3,3,7,FALSE
80,22,2,FALSE
42,10,10,FALSE
60,15,2,FALSE
30,11,0,FALSE
12,3,4,FALSE
37,13,2,FALSE
12,10,1,FALSE
12,7,2,FALSE
84,25,1,FALSE
14,8,3,FALSE
41,12,3,FALSE
55,7,2,FALSE
38,9,3,FALSE
11,4,2,FALSE
43,10,3,FALSE
33,6,2,FALSE
15,4,3,FALSE
12,5,2,FALSE
26,1,1,FALSE
51,10,0,FALSE
29,7,2,FALSE
42,9,1,FALSE
59,2,1,FALSE
33,5,1,FALSE
41,2,1,FALSE
36,6,1,FALSE
46,8,2,FALSE
13,5,2,FALSE
26,6,3,FALSE
50,12,3,FALSE
65,8,2,FALSE
8,5,2,FALSE
33,2,2,FALSE
42,8,2,FALSE
43,6,2,FALSE
13,6,0,FALSE
34,6,2,FALSE
47,7,2,FALSE
70,5,3,FALSE
44,16,1,FALSE
72,25,1,FALSE
13,8,0,FALSE
18,7,3,FALSE
24,10,1,FALSE
37,5,2,FALSE
31,5,0,FALSE
25,9,0,FALSE
71,10,2,FALSE
13,4,2,FALSE
60,7,3,FALSE
19,10,2,FALSE
24,4,2,FALSE
63,11,2,FALSE
23,4,0,FALSE
12,5,3,FALSE
14,6,1,FALSE
20,2,0,FALSE
34,2,0,FALSE
50,12,2,FALSE
34,6,6,FALSE
24,4,6,FALSE
20,3,4,FALSE
11,5,8,FALSE
6,3,8,FALSE
6,3,6,FALSE
69,1,2,FALSE
48,1,2,FALSE
42,1,2,FALSE
41,1,2,FALSE
15,14,2,FALSE
45,6,8,FALSE
26,6,8,FALSE
22,6,6,FALSE
14,4,5,FALSE
48,8,6,FALSE
46,7,3,FALSE
27,7,6,FALSE
22,9,4,FALSE
14,9,1,FALSE
17,3,18,FALSE
61,9,7,FALSE
41,8,7,FALSE
35,10,5,FALSE
5,3,3,FALSE
9,1,12,FALSE
34,7,7,FALSE
23,6,7,FALSE
19,5,5,FALSE
12,1,15,FALSE
29,7,7,FALSE
35,6,7,FALSE
35,6,5,FALSE
43,8,6,FALSE
37,7,6,FALSE
16,3,3,FALSE
6,1,9,FALSE
12,2,7,FALSE
41,11,8,FALSE
20,3,8,FALSE
20,8,1,FALSE
29,8,2,FALSE
41,11,10,FALSE
20,3,10,FALSE
16,1,8,FALSE
47,8,6,FALSE
38,6,6,FALSE
27,4,6,FALSE
17,5,8,FALSE
11,3,8,FALSE
11,3,6,FALSE
33,11,1,FALSE
46,7,9,FALSE
0,1,10,FALSE
12,2,6,FALSE
7,2,6,FALSE
16,1,2,FALSE
82,2,2,FALSE
31,1,9,FALSE
18,3,7,FALSE
17,3,6,FALSE
23,11,1,FALSE
20,1,10,FALSE
13,1,6,FALSE
22,9,1,FALSE
16,7,0,FALSE
40,1,12,FALSE
9,10,2,FALSE
60,2,3,FALSE
29,3,0,FALSE
38,3,6,FALSE
17,9,2,FALSE
16,11,3,FALSE
84,12,2,FALSE
91,13,2,FALSE
54,12,3,FALSE
41,7,2,FALSE
44,13,2,FALSE
4,1,8,FALSE
23,10,1,FALSE
36,3,3,FALSE
19,9,3,FALSE
7,3,4,FALSE
26,2,3,FALSE
8,7,1,FALSE
79,10,1,FALSE
19,4,3,FALSE
13,3,4,FALSE
19,4,4,FALSE
23,3,1,FALSE
43,6,1,FALSE
70,13,1,FALSE
69,16,1,FALSE
56,20,1,FALSE
8,3,2,FALSE
9,5,2,FALSE
7,4,2,FALSE
17,1,4,FALSE
10,2,6,FALSE
18,8,4,FALSE
45,8,3,FALSE
22,5,5,FALSE
23,5,6,FALSE
14,3,6,FALSE
23,4,3,FALSE
70,23,5,FALSE
31,9,5,FALSE
24,5,3,FALSE
30,15,2,FALSE
65,26,4,FALSE
25,7,1,FALSE
24,2,0,FALSE
25,2,2,FALSE
14,1,6,FALSE
17,2,6,FALSE
29,5,5,FALSE
29,1,6,FALSE
23,5,2,FALSE
34,5,7,FALSE
29,5,3,FALSE
24,8,0,FALSE
11,7,5,FALSE
16,8,6,FALSE
70,15,3,FALSE
17,5,4,FALSE
97,19,6,FALSE
86,9,8,FALSE
42,12,5,FALSE
56,19,5,FALSE
45,10,6,FALSE
78,11,3,FALSE
12,6,0,FALSE
22,3,1,FALSE
4,1,6,FALSE
38,5,6,FALSE
43,6,0,FALSE
63,11,0,FALSE
40,3,0,FALSE
27,10,3,FALSE
86,13,3,FALSE
49,12,1,FALSE
45,8,4,FALSE
18,7,4,FALSE
23,2,4,FALSE
85,12,1,FALSE
33,6,0,FALSE
32,10,2,FALSE
45,4,0,FALSE
11,9,1,FALSE
40,19,1,FALSE
56,22,1,FALSE
40,6,2,FALSE
77,12,3,FALSE
31,4,4,FALSE
34,14,2,FALSE
45,5,0,FALSE
80,17,1,FALSE
54,7,8,FALSE
50,18,6,FALSE
58,17,9,FALSE
10,4,5,FALSE
64,12,5,FALSE
59,12,5,FALSE
42,9,6,FALSE
29,2,7,FALSE
84,21,15,FALSE
12,1,8,FALSE
21,4,6,FALSE
39,7,3,FALSE
39,6,3,FALSE
48,7,3,FALSE
15,2,3,FALSE
34,3,3,FALSE
64,8,3,FALSE
14,3,2,FALSE
59,10,3,FALSE
46,9,1,FALSE
22,7,9,FALSE
12,9,0,FALSE
28,10,1,FALSE
66,24,1,FALSE
13,6,1,FALSE
49,14,2,FALSE
14,2,10,FALSE
62,14,1,FALSE
10,5,3,FALSE
84,16,13,FALSE
27,5,3,FALSE
30,14,3,FALSE
33,14,4,FALSE
50,12,7,FALSE
27,6,5,FALSE
33,9,3,FALSE
7,4,3,FALSE
17,4,3,FALSE
54,25,1,FALSE
27,6,4,FALSE
89,7,0,FALSE
45,2,1,FALSE
56,2,1,FALSE
31,29,2,FALSE
44,14,0,FALSE
39,22,1,FALSE
42,5,3,FALSE
51,10,5,FALSE
48,11,3,FALSE
59,12,14,FALSE
38,10,2,FALSE
79,24,11,FALSE
98,18,11,FALSE
51,12,8,FALSE
26,5,9,FALSE
21,6,4,FALSE
35,8,5,FALSE
64,11,4,FALSE
81,27,1,FALSE
16,1,7,FALSE
16,4,5,FALSE
61,12,4,FALSE
25,14,1,FALSE
15,1,7,FALSE
17,4,5,FALSE
48,16,6,FALSE
58,12,0,FALSE
79,32,1,FALSE
56,25,4,FALSE
10,2,5,FALSE
76,8,0,FALSE
66,11,4,FALSE
43,18,2,FALSE
11,1,8,FALSE
9,2,5,FALSE
47,8,0,FALSE
28,16,1,FALSE
17,3,5,FALSE
54,12,4,FALSE
21,13,0,FALSE
54,25,3,FALSE
26,10,4,FALSE
57,8,1,FALSE
22,13,0,FALSE
35,7,1,FALSE
20,4,3,FALSE
46,4,3,FALSE
19,1,2,FALSE
38,8,3,FALSE
80,13,3,FALSE
88,18,2,FALSE
52,8,7,FALSE
75,14,7,FALSE
60,15,3,FALSE
44,13,1,FALSE
50,14,1,FALSE
57,14,0,FALSE
64,17,0,FALSE
22,7,5,FALSE
14,6,3,FALSE
33,12,1,FALSE
7,9,1,FALSE
53,6,1,FALSE
69,24,2,FALSE
98,12,1,FALSE
60,10,1,FALSE
90,6,1,FALSE
70,14,1,FALSE
19,9,7,FALSE
16,1,1,FALSE
17,1,2,FALSE
29,2,1,FALSE
41,12,0,FALSE
33,4,4,FALSE
27,5,5,FALSE
78,10,1,FALSE
11,2,6,FALSE
87,22,6,FALSE
36,1,2,FALSE
57,16,5,FALSE
37,2,2,FALSE
27,1,2,FALSE
51,6,2,FALSE
46,10,4,FALSE
31,10,5,FALSE
40,19,3,FALSE
45,5,5,FALSE
54,14,2,FALSE
65,12,7,FALSE
23,4,4,FALSE
10,1,6,FALSE
51,19,1,FALSE
55,10,2,FALSE
25,4,5,FALSE
20,8,5,FALSE
88,11,1,FALSE
57,14,1,FALSE
29,1,2,FALSE
34,6,4,FALSE
47,5,1,FALSE
24,3,1,FALSE
45,17,2,FALSE
43,2,0,FALSE
67,17,1,FALSE
87,12,0,FALSE
36,12,1,FALSE
95,1,0,FALSE
18,6,0,FALSE
22,7,2,FALSE
84,2,0,FALSE
83,4,0,FALSE
46,2,0,FALSE
31,7,1,FALSE
30,7,1,FALSE
40,7,1,FALSE
36,7,1,FALSE
32,7,1,FALSE
90,23,7,FALSE
53,9,1,FALSE
64,2,3,FALSE
65,2,3,FALSE
52,1,0,FALSE
26,2,2,FALSE
30,7,2,FALSE
56,14,1,FALSE
86,5,2,FALSE
10,4,2,FALSE
22,9,2,FALSE
46,16,1,FALSE
81,16,1,FALSE
62,14,2,FALSE
29,7,9,FALSE
25,6,3,FALSE
31,9,2,FALSE
59,13,2,FALSE
29,8,3,FALSE
30,8,6,FALSE
74,19,2,FALSE
52,10,3,FALSE
70,19,7,FALSE
88,20,2,FALSE
55,11,2,FALSE
96,22,2,FALSE
34,12,1,FALSE
30,9,3,FALSE
32,9,2,FALSE
79,14,2,FALSE
50,10,3,FALSE
41,10,2,FALSE
45,10,5,FALSE
34,9,2,FALSE
35,9,2,FALSE
58,2,0,FALSE
72,19,2,FALSE
43,11,3,FALSE
39,13,2,FALSE
83,27,1,FALSE
40,10,1,FALSE
53,11,1,FALSE
92,11,2,FALSE
25,7,6,FALSE
50,13,2,FALSE
44,11,1,FALSE
86,12,4,FALSE
27,6,1,FALSE
40,12,1,FALSE
50,6,2,FALSE
66,5,3,FALSE
24,2,1,FALSE
34,5,1,FALSE
51,4,2,FALSE
45,4,1,FALSE
59,13,0,FALSE
66,19,0,FALSE
63,8,2,FALSE
35,3,1,FALSE
49,11,3,FALSE
60,7,2,FALSE
36,7,0,FALSE
60,13,1,FALSE
37,12,1,FALSE
52,17,1,FALSE
30,5,3,FALSE
48,8,0,FALSE
42,10,7,FALSE
51,12,1,FALSE
50,12,1,FALSE
19,4,5,FALSE
39,13,5,FALSE
30,1,1,FALSE
16,2,3,FALSE
79,2,0,FALSE
15,3,4,FALSE
72,18,2,FALSE
82,18,6,FALSE
48,1,4,FALSE
89,1,0,FALSE
58,7,0,FALSE
21,2,1,FALSE
34,3,2,FALSE
50,13,1,FALSE
21,4,0,FALSE
45,6,3,FALSE
19,3,4,FALSE
38,4,0,FALSE
75,6,0,FALSE
73,16,1,FALSE
66,1,0,FALSE
25,3,0,FALSE
56,2,0,FALSE
72,1,0,FALSE
37,5,0,FALSE
85,17,1,FALSE
40,13,0,FALSE
32,8,5,FALSE
47,1,0,FALSE
48,10,0,FALSE
69,11,0,FALSE
27,8,1,FALSE
12,4,4,FALSE
45,2,0,FALSE
27,7,0,FALSE
80,2,0,FALSE
31,4,1,FALSE
58,14,2,FALSE
2,1,1,FALSE
80,16,1,FALSE
35,9,1,FALSE
45,9,2,FALSE
99,1,0,FALSE
38,11,2,FALSE
38,12,5,FALSE
36,9,4,FALSE
8,2,3,FALSE
35,11,3,FALSE
60,20,2,FALSE
81,23,1,FALSE
40,8,4,FALSE
36,9,1,FALSE
33,10,2,FALSE
45,12,2,FALSE
47,13,2,FALSE
28,7,2,FALSE
26,7,2,FALSE
39,10,1,FALSE
41,13,2,FALSE
47,16,2,FALSE
47,13,1,FALSE
43,13,2,FALSE
35,10,2,FALSE
52,15,2,FALSE
57,14,2,FALSE
41,11,1,FALSE
17,2,4,FALSE
13,1,4,FALSE
68,14,5,FALSE
57,16,2,FALSE
37,9,3,FALSE
36,7,4,FALSE
21,4,3,FALSE
18,2,7,FALSE
72,16,1,FALSE
55,16,1,FALSE
56,18,1,FALSE
43,13,1,FALSE
21,2,4,FALSE
18,2,4,FALSE
17,6,1,FALSE
74,8,4,FALSE
43,14,1,FALSE
25,7,4,FALSE
37,9,1,FALSE
35,8,4,FALSE
62,12,4,FALSE
18,2,5,FALSE
16,2,4,FALSE
13,2,4,FALSE
69,12,1,FALSE
23,8,1,FALSE
73,21,2,FALSE
66,19,2,FALSE
37,4,4,FALSE
12,1,6,FALSE
24,1,4,FALSE
75,25,1,FALSE
62,8,1,FALSE
95,21,0,FALSE
45,8,0,FALSE
46,8,4,FALSE
54,12,1,FALSE
49,6,1,FALSE
42,5,1,FALSE
34,6,0,FALSE
28,4,3,FALSE
83,20,1,FALSE
43,11,2,FALSE
65,11,1,FALSE
70,14,0,FALSE
71,15,1,FALSE
34,3,4,FALSE
68,11,1,FALSE
46,8,1,FALSE
69,13,1,FALSE
6,1,6,FALSE
37,7,1,FALSE
50,9,5,FALSE
45,7,1,FALSE
54,2,0,FALSE
39,12,1,FALSE
63,9,4,FALSE
65,15,1,FALSE
46,15,1,FALSE
54,10,3,FALSE
63,2,2,FALSE
66,17,1,FALSE
54,3,0,FALSE
75,10,1,FALSE
15,1,3,FALSE
36,10,4,FALSE
26,4,3,FALSE
26,2,1,FALSE
55,3,3,FALSE
34,1,2,FALSE
41,11,0,FALSE
53,13,1,FALSE
50,7,0,FALSE
81,12,5,FALSE
43,9,1,FALSE
70,9,2,FALSE
40,8,1,FALSE
51,13,1,FALSE
80,19,1,FALSE
46,12,2,FALSE
59,16,3,FALSE
71,7,6,FALSE
38,7,2,FALSE
52,15,1,FALSE
33,6,5,FALSE
56,13,1,FALSE
36,7,7,FALSE
23,5,1,FALSE
57,13,2,FALSE
82,76,1,FALSE
82,19,0,FALSE
55,5,0,FALSE
19,1,6,FALSE
24,1,3,FALSE
14,1,4,FALSE
49,8,1,FALSE
88,29,5,FALSE
49,12,0,FALSE
47,15,2,FALSE
0,1,11,FALSE
25,4,3,FALSE
30,5,7,FALSE
46,9,11,FALSE
40,13,10,FALSE
27,4,3,FALSE
24,4,3,FALSE
22,3,3,FALSE
49,9,2,FALSE
23,7,1,FALSE
23,6,2,FALSE
38,8,1,FALSE
37,10,2,FALSE
39,13,1,FALSE
30,8,4,FALSE
60,14,6,FALSE
10,4,4,FALSE
78,22,7,FALSE
66,8,3,FALSE
27,3,3,FALSE
34,5,3,FALSE
74,14,2,FALSE
35,12,1,FALSE
25,4,2,FALSE
47,12,1,FALSE
40,11,1,FALSE
26,5,6,FALSE
24,4,5,FALSE
11,3,11,FALSE
20,6,11,FALSE
69,16,10,FALSE
62,15,1,FALSE
68,16,1,FALSE
94,32,2,FALSE
33,11,2,FALSE
20,7,3,FALSE
17,5,2,FALSE
17,5,3,FALSE
64,20,2,FALSE
16,3,4,FALSE
37,10,4,FALSE
68,18,1,FALSE
41,12,1,FALSE
55,13,1,FALSE
36,7,2,FALSE
35,10,3,FALSE
67,19,2,FALSE
26,5,2,FALSE
58,19,7,FALSE
66,22,1,FALSE
33,9,2,FALSE
25,5,10,FALSE
51,9,3,FALSE
55,12,1,FALSE
17,1,1,FALSE
65,13,5,FALSE
39,11,0,FALSE
59,12,1,FALSE
42,9,0,FALSE
97,32,3,FALSE
26,9,3,FALSE
86,15,3,FALSE
58,5,2,FALSE
10,1,5,FALSE
86,18,1,FALSE
79,18,0,FALSE
48,1,0,FALSE
50,7,3,FALSE
34,11,2,FALSE
59,12,2,FALSE
35,11,4,FALSE
37,8,2,FALSE
40,8,2,FALSE
17,11,1,FALSE
54,12,2,FALSE
30,16,1,FALSE
89,20,4,FALSE
87,1,1,FALSE
92,19,1,FALSE
39,8,1,FALSE
31,5,1,FALSE
26,4,1,FALSE
27,4,1,FALSE
28,4,1,FALSE
79,19,1,FALSE
72,18,1,FALSE
80,11,0,FALSE
57,12,0,FALSE
71,16,0,FALSE
58,11,0,FALSE
68,12,0,FALSE
80,14,0,FALSE
59,10,0,FALSE
32,7,0,FALSE
74,45,0,FALSE
48,11,0,FALSE
42,23,0,FALSE
92,45,0,FALSE
84,51,0,FALSE
52,7,0,FALSE
68,16,0,FALSE
69,9,0,FALSE
57,10,0,FALSE
67,47,0,FALSE
90,15,0,FALSE
72,13,0,FALSE
32,5,0,FALSE
93,22,0,FALSE
65,47,0,FALSE
41,21,0,FALSE
37,6,0,FALSE
66,47,0,FALSE
41,16,0,FALSE
46,6,0,FALSE
70,13,0,FALSE
43,20,0,FALSE
41,8,1,FALSE
8,2,6,FALSE
60,2,0,FALSE
61,13,2,FALSE
62,13,2,FALSE
95,16,4,FALSE
57,17,2,FALSE
19,4,6,FALSE
44,9,3,FALSE
68,21,1,FALSE
51,21,0,FALSE
82,21,0,FALSE
52,11,0,FALSE
44,9,2,FALSE
31,19,0,FALSE
50,23,0,FALSE
38,22,0,FALSE
35,11,0,FALSE
80,27,2,FALSE
26,10,1,FALSE
51,12,2,FALSE
62,13,3,FALSE
30,7,4,FALSE
61,11,1,FALSE
13,3,6,FALSE
58,11,3,FALSE
15,1,1,FALSE
32,4,1,FALSE
31,6,4,FALSE
70,4,1,FALSE
57,11,2,FALSE
81,10,2,FALSE
30,2,2,FALSE
56,8,4,FALSE
75,15,3,FALSE
34,5,2,FALSE
30,5,6,FALSE
31,5,3,FALSE
43,8,5,FALSE
75,12,7,FALSE
67,11,6,FALSE
21,5,3,FALSE
49,11,2,FALSE
57,10,2,FALSE
67,14,2,FALSE
66,10,2,FALSE
93,31,2,FALSE
78,16,2,FALSE
72,17,1,FALSE
84,12,3,FALSE
43,15,1,FALSE
20,2,2,FALSE
36,10,2,FALSE
21,9,1,FALSE
51,7,0,FALSE
49,5,4,FALSE
14,2,5,FALSE
42,7,2,FALSE
45,9,7,FALSE
33,6,6,FALSE
53,10,5,FALSE
37,7,3,FALSE
54,10,5,FALSE
89,16,7,FALSE
77,14,6,FALSE
24,6,3,FALSE
53,12,3,FALSE
84,17,2,FALSE
30,8,3,FALSE
52,12,3,FALSE
31,4,3,FALSE
57,1,0,FALSE
41,1,0,FALSE
40,1,0,FALSE
64,16,2,FALSE
61,10,2,FALSE
64,16,1,FALSE
48,8,1,FALSE
59,10,1,FALSE
64,18,3,FALSE
87,14,1,FALSE
46,10,2,FALSE
48,14,1,FALSE
30,7,3,FALSE
27,8,2,FALSE
47,12,2,FALSE
45,14,1,FALSE
47,14,2,FALSE
29,1,1,FALSE
66,18,0,FALSE
17,8,2,FALSE
16,6,5,FALSE
19,4,7,FALSE
43,8,1,FALSE
27,7,4,FALSE
30,2,9,FALSE
63,9,1,FALSE
90,18,0,FALSE
50,16,4,FALSE
23,5,3,FALSE
93,30,1,FALSE
22,8,2,FALSE
32,4,2,FALSE
39,2,5,FALSE
45,12,1,FALSE
97,1,0,FALSE
45,9,5,FALSE
46,12,7,FALSE
38,8,7,FALSE
53,1,0,FALSE
96,19,4,FALSE
29,3,15,FALSE
60,16,1,FALSE
71,17,1,FALSE
84,21,3,FALSE
54,17,1,FALSE
4,2,5,FALSE
24,9,0,FALSE
58,17,1,FALSE
62,16,1,FALSE
38,11,1,FALSE
32,1,1,FALSE
24,1,2,FALSE
28,1,1,FALSE
31,3,3,FALSE
30,11,2,FALSE
13,1,3,FALSE
22,3,4,FALSE
9,6,3,FALSE
62,15,0,FALSE
57,9,6,FALSE
49,20,0,FALSE
60,11,2,FALSE
31,13,0,FALSE
47,10,1,FALSE
60,13,2,FALSE
45,15,1,FALSE
84,19,2,FALSE
54,15,1,FALSE
15,4,5,FALSE
41,13,1,FALSE
25,4,4,FALSE
48,10,2,FALSE
78,18,1,FALSE
35,8,3,FALSE
38,10,0,FALSE
45,11,0,FALSE
49,14,3,FALSE
71,18,0,FALSE
21,3,1,FALSE
32,10,0,FALSE
39,12,0,FALSE
38,8,2,FALSE
31,11,3,FALSE
14,5,5,FALSE
28,5,4,FALSE
29,10,3,FALSE
88,21,2,FALSE
36,12,2,FALSE
19,5,3,FALSE
32,11,2,FALSE
31,17,1,FALSE
6,2,8,FALSE
23,9,1,FALSE
6,4,3,FALSE
14,2,8,FALSE
73,20,1,FALSE
38,6,3,FALSE
72,11,1,FALSE
96,16,0,FALSE
83,18,1,FALSE
57,9,1,FALSE
48,12,2,FALSE
40,12,6,FALSE
33,11,5,FALSE
50,9,2,FALSE
36,11,2,FALSE
40,5,2,FALSE
53,13,2,FALSE
40,10,2,FALSE
70,14,2,FALSE
47,14,1,FALSE
48,14,2,FALSE
49,10,4,FALSE
16,7,2,FALSE
52,9,2,FALSE
46,14,1,FALSE
38,15,2,FALSE
24,14,3,FALSE
44,12,3,FALSE
18,10,1,FALSE
54,22,2,FALSE
18,3,4,FALSE
29,12,1,FALSE
45,6,11,FALSE
47,12,0,FALSE
53,12,0,FALSE
44,7,5,FALSE
69,16,2,FALSE
56,10,2,FALSE
76,17,2,FALSE
28,12,1,FALSE
17,4,6,FALSE
86,18,0,FALSE
20,10,0,FALSE
35,22,1,FALSE
20,7,5,FALSE
23,12,1,FALSE
21,11,2,FALSE
59,24,2,FALSE
46,21,2,FALSE
26,6,5,FALSE
51,9,1,FALSE
65,11,3,FALSE
63,17,1,FALSE
58,14,3,FALSE
64,24,1,FALSE
18,4,4,FALSE
51,11,1,FALSE
60,12,1,FALSE
38,6,1,FALSE
14,4,4,FALSE
26,6,4,FALSE
44,10,1,FALSE
21,8,2,FALSE
86,25,1,FALSE
7,2,4,FALSE
42,10,1,FALSE
57,13,3,FALSE
25,6,5,FALSE
23,4,10,FALSE
26,9,6,FALSE
97,26,4,FALSE
18,6,3,FALSE
18,3,5,FALSE
49,8,0,FALSE
50,9,1,FALSE
2,1,10,FALSE
2,1,7,FALSE
2,1,13,FALSE
2,1,6,FALSE
41,9,6,FALSE
51,7,1,FALSE
54,14,1,FALSE
18,13,1,FALSE
0,1,9,FALSE
0,1,13,FALSE
0,1,12,FALSE
39,9,3,FALSE
47,13,3,FALSE
25,6,4,FALSE
37,13,1,FALSE
9,3,4,FALSE
13,6,6,FALSE
7,5,5,FALSE
7,3,6,FALSE
46,11,2,FALSE
19,10,4,FALSE
23,9,3,FALSE
6,3,5,FALSE
50,25,1,FALSE
58,13,1,FALSE
54,15,4,FALSE
33,10,4,FALSE
37,8,6,FALSE
78,37,5,FALSE
29,7,5,FALSE
67,16,4,FALSE
39,4,2,FALSE
33,5,3,FALSE
5,3,2,FALSE
61,22,6,FALSE
13,5,3,FALSE
4,4,2,FALSE
7,6,2,FALSE
10,7,3,FALSE
12,9,5,FALSE
10,7,4,FALSE
41,18,5,FALSE
4,3,3,FALSE
4,3,4,FALSE
48,14,7,FALSE
86,30,4,FALSE
3,4,5,FALSE
35,7,3,FALSE
21,2,7,FALSE
32,5,1,FALSE
43,20,1,FALSE
47,18,1,FALSE
93,26,2,FALSE
23,11,2,FALSE
37,11,2,FALSE
62,19,2,FALSE
73,22,2,FALSE
75,22,2,FALSE
56,5,3,FALSE
55,5,4,FALSE
63,13,3,FALSE
21,7,2,FALSE
22,2,8,FALSE
22,5,2,FALSE
88,17,1,FALSE
48,7,5,FALSE
29,11,1,FALSE
49,33,2,FALSE
53,33,1,FALSE
37,11,3,FALSE
7,3,3,FALSE
19,6,3,FALSE
88,28,3,FALSE
85,21,0,FALSE
56,8,2,FALSE
22,2,9,FALSE
28,8,6,FALSE
47,11,4,FALSE
30,6,9,FALSE
58,6,7,FALSE
92,10,7,FALSE
66,14,6,FALSE
21,12,1,FALSE
43,11,1,FALSE
44,12,2,FALSE
31,12,1,FALSE
77,36,1,FALSE
73,18,1,FALSE
68,22,1,FALSE
46,14,2,FALSE
84,17,3,FALSE
46,7,1,FALSE
38,7,6,FALSE
68,14,1,FALSE
32,2,1,FALSE
43,17,2,FALSE
68,17,1,FALSE
45,11,1,FALSE
63,15,0,FALSE
21,9,0,FALSE
65,19,1,FALSE
87,24,1,FALSE
68,17,0,FALSE
98,23,0,FALSE
25,11,0,FALSE
35,8,0,FALSE
9,1,6,FALSE
50,13,3,FALSE
47,11,3,FALSE
14,3,5,FALSE
40,3,2,FALSE
76,17,1,FALSE
41,10,4,FALSE
32,5,6,FALSE
28,5,5,FALSE
4,1,10,FALSE
4,1,9,FALSE
15,3,6,FALSE
11,4,3,FALSE
16,6,7,FALSE
85,20,4,FALSE
37,14,2,FALSE
9,2,6,FALSE
57,15,2,FALSE
22,5,6,FALSE
23,5,0,FALSE
78,16,0,FALSE
55,14,3,FALSE
5,2,6,FALSE
69,18,1,FALSE
19,7,1,FALSE
46,9,2,FALSE
53,7,0,FALSE
48,13,0,FALSE
62,10,0,FALSE
29,22,0,FALSE
46,7,0,FALSE
41,7,1,FALSE
90,11,1,FALSE
30,3,0,FALSE
23,7,5,FALSE
93,18,2,FALSE
46,13,4,FALSE
24,10,0,FALSE
22,9,0,FALSE
36,10,0,FALSE
33,8,9,FALSE
12,1,4,FALSE
31,12,5,FALSE
61,17,8,FALSE
44,8,4,FALSE
25,3,6,FALSE
32,7,3,FALSE
29,4,4,FALSE
40,6,3,FALSE
54,13,2,FALSE
58,13,4,FALSE
96,19,11,FALSE
35,8,7,FALSE
35,10,4,FALSE
53,14,5,FALSE
32,11,3,FALSE
53,14,2,FALSE
28,9,4,FALSE
78,35,10,FALSE
57,22,11,FALSE
19,8,8,FALSE
28,11,19,FALSE
22,6,5,FALSE
78,19,6,FALSE
28,9,2,FALSE
88,25,6,FALSE
72,16,2,FALSE
53,11,5,FALSE
64,17,18,FALSE
